conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/57a12047-4f1e-40ed-add5-9736923f231b,astronom/astronomka,released,astronom | astronomka | výzkumná pracovnice v oboru astronomie | výzkumný pracovník v oboru astronomie,"Astronomové zkoumají formace, struktury, vlastnosti a vývoj nebeských těles a mezihvězdné hmoty. Využívají pozemní a vesmírné vybavení ke shromažďování údajů o vesmíru pro výzkumné účely.",http://data.europa.eu/esco/isco/C2111,Fyzikové a astronomové
Occupation,http://data.europa.eu/esco/occupation/59a02420-91df-4e46-b37b-22e3fd8c11f0,přednášející v oboru fyzika,released,,"Přednášející v oboru fyzika jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru fyzika, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek, vedení laboratorních cvičení a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum v oboru fyzika, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/5a282a39-5346-454a-b1ef-c1217c50e156,výzkumný pracovník v oboru vzdělávání/výzkumná pracovnice v oboru vzdělávání,released,pedagogická výzkumnice | pedagogický výzkumník | výzkumný pracovník v oboru vzdělávání | výzkumná pracovnice v oboru vzdělávání,"Výzkumní pracovníci v oboru vzdělávání provádějí výzkum v oboru vzdělávání. Usilují o rozšíření poznatků o tom, jak fungují vzdělávací procesy a systémy a jednotlivci (učitelé a studenti). Předvídají oblasti zlepšení a vypracovávají plány pro provádění inovací. Radí zákonodárcům a tvůrcům politik v otázkách vzdělávání a pomáhají jim při plánování vzdělávacích politik.",http://data.europa.eu/esco/isco/C2351,Specialisté zaměření na metody výuky
Occupation,http://data.europa.eu/esco/occupation/5ac65daa-0896-4193-9f0e-8b00746b78a1,odborný asistent zaměřený na výzkum/odborná asistentka zaměřená na výzkum,released,odborná asistentka zaměřená na výzkum | odborný asistent zaměřený na výzkum,"Odborní asistenti zaměření na výzkum provádějí akademický výzkum pro univerzitu nebo vysokou školu, kde jsou zaměstnaní. Mohou pomáhat profesorům, pro něž pracují, nebo svým vedoucím při výzkumu nebo provádět vlastní výzkum v příslušné specializaci nadřízeného profesora.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/5fdfa822-c1ba-477e-87cc-3d742e59310d,přednášející v oboru biologie,released,,"Přednášející v oboru biologie jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru biologie. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, vedení laboratorních cvičení, známkování testů a zkoušek a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum v oboru biologie, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/605e58d6-ad27-4828-b1f5-16707f327fa0,přednášející v oboru pedagogika,released,,"Přednášející v oboru pedagogika jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru pedagogika, a mohou se tak stát učiteli. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/6140be85-2d45-44b2-b0ba-412aadcead1e,genetik/genetička,released,genetička | genetik,"Genetici zkoumají genetiku a zaměřují se na její výzkum. Analyzují způsob, jakým geny interagují, působí a dědí znaky a vlastnosti. Na základě výzkumu pečují o pacienty s dědičnými onemocněními, vrozenými malformacemi a obecnými genetickými problémy.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biolog/bioložka
Occupation,http://data.europa.eu/esco/occupation/66527cdc-b7a5-4996-9448-7e327b68d08d,přednášející v oboru dějiny umění,released,,"Přednášející v oboru dějiny umění jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru dějiny umění, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum v oboru dějiny umění, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka,released,vysokoškolská učitelka | vysokoškolský učitel,"Vysokoškolští učitelé vyučují studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru, jenž má převážně akademickou povahu. Mohou mít různé pracovní tituly, jako je docent nebo profesor. Spolupracují s odbornými asistenty zaměřenými na výuku a výzkum při přípravě přednášek a zkoušek, známkování testů a zkoušek, vedení laboratorních cvičení a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí také akademický výzkum ve své specializaci, zveřejňují svá zjištění a spolupracují se svými vysokoškolskými kolegy.",http://data.europa.eu/esco/isco/C2310,Učitelé na vysokých a vyšších odborných školách
Occupation,http://data.europa.eu/esco/occupation/68d973df-bf10-4bf7-9a1b-fbd9f604b9db,bioinformatik/bioinformatička,released,bioinformatik | bioinformatička,"Bioinformatici analyzují biologické procesy pomocí počítačových programů. Udržují nebo vytváří databáze obsahující biologické informace. Bioinformatici shromažďují a analyzují biologické údaje a mohou rovněž pomáhat vědcům z různých oborů, mimo jiné biotechnologie a farmacie. Provádějí vědecký výzkum a statistické analýzy a podávají zprávy o svých zjištěních. Bioinformatici mohou rovněž shromažďovat vzorky DNA, objevovat datové vzorce a provádět genetický výzkum.",http://data.europa.eu/esco/isco/C2131,"Biologové, botanici, zoologové a specialisté v příbuzných oborech"
Occupation,http://data.europa.eu/esco/occupation/68f4fdd9-182c-4c0d-a73d-f767b8a8355e,biolog se specializací na akvakulturu/bioložka se specializací na akvakulturu,released,bioložka se specializací na akvakulturu | biolog se specializací na akvakulturu,"Biologové se specializací na akvakulturu používají poznatky získané na základě výzkumu vodních živočichů a rostlin, jejich vzájemného působení a interakce s prostředím s cílem zlepšit produkci akvakultury, předcházet problémům se zdravím zvířat a životním prostředím a v případě potřeby poskytnout řešení.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biolog/bioložka
Occupation,http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442,vědecký pracovník v oboru komunikačních studií/vědecká pracovnice v oboru komunikačních studií,released,výzkumná pracovnice v oboru komunikačních studií | vědecký pracovník v oboru komunikačních studií | vědecká pracovnice v oboru komunikačních studií | výzkumný pracovník v oboru komunikačních studií,"Vědečtí pracovníci v oboru komunikačních studií zkoumají různé aspekty plánování, shromažďování, vytváření, organizování, uchovávání, používání, hodnocení a výměny informací prostřednictvím verbální nebo neverbální komunikace. Studují interakce mezi skupinami, jednotlivci a jednotlivci s technologiemi (roboty).",http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,antropolog/antropoložka
Occupation,http://data.europa.eu/esco/occupation/6d421d34-baa1-44f9-9ea0-231d76e325fd,specialista v oblasti religionistiky/specialistka v oblasti religionistiky,released,specialistka v oblasti religionistiky | specialista v oblasti religionistiky | religionista | religionistka,"Specialisté v oblasti religionistiky studují koncepty týkající se náboženství, přesvědčení a spirituality. Aplikují racionalitu ve snaze definovat morálku a etiku zkoumáním písma, náboženství, náboženských vědních oborů a božích zákonů.",http://data.europa.eu/esco/isco/C2636,Specialisté v církevní oblasti a v příbuzných oborech
Occupation,http://data.europa.eu/esco/occupation/6df6c5cb-c1a2-42c8-acd0-1ee5563c36c1,biochemik/biochemička,released,biochemik | biochemička,Biochemici zkoumají reakce způsobené chemickými látkami v živých organismech a provádějí výzkum těchto reakcí. To zahrnuje provádění výzkumu zaměřeného na vývoj nebo zlepšení chemických výrobků (např. léků) pro zlepšení zdraví živých organismů a lepší pochopení jejich reakcí.,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biolog/bioložka
Occupation,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,konzultant pro výzkum v oblasti ICT/konzultantka pro výzkum v oblasti ICT,released,IT poradkyně v oblasti výzkumu | ICT konzultant v oboru výzkumu | ICT konzultantka v oboru výzkumu | IT poradce v oblasti výzkumu | ICT poradkyně v oblasti výzkumu | ICT poradce v oblasti výzkumu,"Konzultanti pro výzkum v oblasti ICT provádějí cílený výzkum v oblasti ICT a poskytují zákazníkovi závěrečnou zprávu. Rovněž používají nástroje ICT k návrhu dotazníků pro průzkumy, analyzují výsledky, podávají zprávy, předkládají výsledky a na základě výsledků výzkumu předkládají doporučení.",http://data.europa.eu/esco/isco/C2511,Systémoví analytici
Occupation,http://data.europa.eu/esco/occupation/71f09c8b-a172-408c-b9e7-32e580e39ff6,praktický lékař/praktická lékařka,released,praktický lékař | praktická lékařka,"Praktičtí lékaři podporují zdraví a prevenci, identifikují špatný zdravotní stav, diagnostikují a léčí nemoci a napomáhají zotavení z fyzických a duševních nemocí a zdravotních poruch všeho druhu, a to u všech osob bez ohledu na jejich věk, pohlaví nebo druh zdravotního problému.",http://data.europa.eu/esco/isco/C2211,Všeobecní a praktičtí lékaři
Occupation,http://data.europa.eu/esco/occupation/72628f3a-fd49-499a-9741-870b0a1fcef2,matematik/matematička,released,matematička | matematik,Matematici zkoumají a prohlubují stávající matematické teorie za účelem rozšíření lidského poznání a nalezení nových paradigmat v této oblasti. Tyto vědomosti uplatňují při zvládání dosud neřešitelných problémů v oblasti inženýrských a vědeckých projektů. Měřením veličin a využíváním matematických zákonů prokazují jejich proveditelnost.,http://data.europa.eu/esco/isco/C2120,"Specialisté v oblasti matematiky, statistiky a pojistné matematiky"
Occupation,http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,manažer výzkumu a vývoje/manažerka výzkumu a vývoje,released,manažer výzkumu a vývoje | manažerka výzkumu a vývoje,"Manažeři výzkumu a vývoje koordinují úsilí vědců, akademických výzkumných pracovníků, vývojářů produktů a pracovníků zabývajících se průzkumem trhu v oblasti tvorby nových produktů, zlepšování stávajících produktů nebo jiných výzkumných činností, včetně vědeckého výzkumu. Řídí a plánují činnost organizace v oblasti výzkumu a vývoje, stanovují cíle a rozpočtové požadavky a řídí zaměstnance.",http://data.europa.eu/esco/isco/C1223,Vedoucí a řídící pracovníci v oblasti výzkumu a vývoje
Occupation,http://data.europa.eu/esco/occupation/778c1d37-69f2-4184-ac98-03b7dbfba332,inženýr fotoniky/inženýrka fotoniky,released,inženýr fotoniky | inženýrka fotonických systémů | inženýrka fotoniky | inženýr fotonických systémů,"Inženýři fotoniky se zabývají výrobou, přenosem, transformací a detekcí světla. Provádějí výzkum, projektování, montáž, zkoušení a zavádění fotonických součástí nebo systémů v četných oblastech použití, od optické komunikace přes lékařské přístrojové vybavení, zpracování materiálů nebo technologie snímání.",http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,inženýr optiky/inženýrka optiky
Occupation,http://data.europa.eu/esco/occupation/77abfaec-a250-4765-95fa-6091e8da1bba,inženýr elektromechaniky/inženýrka elektromechaniky,released,inženýrka elektromechaniky | inženýr elektromechaniky,"Inženýři elektromechaniky navrhují a vyvíjejí zařízení a stroje, které používají jak elektrickou, tak mechanickou technologii. Vytvářejí návrhy a připravují podklady, v nichž jsou podrobně uvedeny požadavky na materiály, montážní proces a další technické specifikace. Inženýři elektromechaniky rovněž testují a hodnotí prototypy. Dohlížejí na výrobní proces.",http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,elektroinženýr/elektroinženýrka
Occupation,http://data.europa.eu/esco/occupation/7c132147-428b-4ea3-87e1-70f7abb691ce,farmaceut/farmaceutka,released,farmaceut | lékárnice | farmaceutka | lékárník,"Farmaceuti připravují, vydávají a poskytují léky na lékařský předpis nebo bez lékařského předpisu. Poskytují klinické informace o lécích, hlásí podezření na nežádoucí účinky a poskytují osobní podporu pacientům. Farmaceuti vytvářejí a testují v laboratořích léky a skladují je, uchovávají a distribuují.",http://data.europa.eu/esco/isco/C2262,Farmaceuti
Occupation,http://data.europa.eu/esco/occupation/7dea476a-dffe-4919-9ee2-fb222e283f41,přednášející v oboru psychologie,released,,"Přednášející v oboru psychologie jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru psychologie, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí také akademický výzkum v oboru psychologie, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/7f0fe7d3-54c6-41e9-88ba-9d4f0f1a46b4,inženýr v oboru mikrosystémů/inženýrka v oboru mikrosystémů,released,inženýrka mikroelektromechanických systémů | inženýr v oboru mikrosystémů | inženýr mikroelektromechanických systémů | inženýrka v oboru mikrosystémů,"Inženýři v oboru mikrosystémů zkoumají, navrhují a vyvíjejí mikroelektromechanické systémy, které mohou být integrovány do mechanických, optických, akustických a elektronických výrobků, a dohlížejí na jejich výrobu.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,inženýr elektroniky/inženýrka elektroniky
Occupation,http://data.europa.eu/esco/occupation/7f2761eb-4edc-48ad-9fbf-eed0a0db9a21,fyzik,released,,"Fyzikové jsou vědci, kteří zkoumají fyzické jevy. Výzkum zaměřují v závislosti na své specializaci, která může sahat od fyziky atomových částic až po zkoumání jevů ve vesmíru. Používají svá zjištění ke zlepšení společnosti. Přispívají k vývoji energetických dodávek, k léčbě nemocí, vývoji her, špičkového vybavení a předmětů každodenní potřeby.",http://data.europa.eu/esco/isco/C2111,Fyzikové a astronomové
Occupation,http://data.europa.eu/esco/occupation/82e37849-30ec-4461-a40e-263d4c984f88,paleontolog/paleontoložka,released,paleontoložka | paleontolog,"Paleontologové zkoumají a analyzují formy života, které existovaly v dávnověku planety Země. Snaží se definovat evoluční vývoj všech druhů tehdejších organismů, jako jsou rostliny, pyly a spory, bezobratlí, obratlovci a lidé, zkoumají jejich stopy a interakci s různými geologickými oblastmi, ekologií a podnebím.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geolog/geoložka
Occupation,http://data.europa.eu/esco/occupation/86a0c9ab-c3fa-41a3-ad3e-d0083036b3d6,mineralog/mineraložka,released,mineralog | mineraložka,"Mineralogové zkoumají složení, strukturu a další fyzikální aspekty země. Analyzují různé nerosty a používají vědecké vybavení k určení jejich struktury a vlastností. Jejich činnost se zaměřuje především na klasifikaci a identifikaci nerostných surovin prostřednictvím odběru vzorků a provádění dalších testů, analýz a zkoušek.",http://data.europa.eu/esco/isco/C2114,Geologové a geofyzici
Occupation,http://data.europa.eu/esco/occupation/89b87aa2-4008-4cc7-96f8-e2b5ffe59f28,ekolog/ekoložka,released,ekoložka | ekolog,"Ekologové posuzují zdraví a rozšíření organismů, zejména lidí, rostlin a zvířat, a vztahy mezi organismy a jejich životním prostředím. Ekologové se obvykle specializují, např. na sladkovodní, mořské či suchozemské prostředí či na faunu a flóru. Ve své specializaci provádějí výzkum a plní související úkoly. ",http://data.europa.eu/esco/isco/C2133,Specialisté v oblasti ochrany životního prostředí (kromě průmyslové ekologie)
Occupation,http://data.europa.eu/esco/occupation/8b128a08-606f-4bb1-806e-07e0ed98b40e,pedagogický pracovník v oboru vědy o vesmíru/pedagogická pracovnice v oboru vědy o vesmíru,released,docent v oboru vědy o vesmíru | pedagogická pracovnice v oboru vědy o vesmíru | profesorka v oboru vědy o vesmíru | pedagogický pracovník v oboru vědy o vesmíru | profesor v oboru vědy o vesmíru | docentka v oboru vědy o vesmíru,"Pedagogičtí pracovníci v oboru vědy o vesmíru jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru vědy o vesmíru, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum ve svém oboru vědy v o vesmíru, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab,inženýr v oboru mikroelektronika/inženýrka v oboru mikroelektronika,released,inženýr mikroelektronických technologií | inženýrka mikroelektronických technologií | inženýrka v oboru mikroelektronika | inženýr v oboru mikroelektronika,"Inženýři v oboru mikroelektronika navrhují a vyvíjejí malá elektronická zařízení a součásti, jako jsou mikroprocesory a integrované obvody, a dohlížejí na jejich výrobu.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,inženýr elektroniky/inženýrka elektroniky
Occupation,http://data.europa.eu/esco/occupation/920c22e1-10a1-4afa-86b3-c43da8488391,přednášející v oboru sociální práce,released,přednášející v oboru sociální politiky | profesor sociální politiky | učitelka sociální práce | instruktorka sociální práce | profesor sociální práce | instruktor sociální práce | učitel sociální práce | profesorka sociální politiky | profesorka sociální práce,"Přednášející v oboru sociální práce jsou odborníci, kteří plní dvě úlohy, na jedné straně působí ve vysokoškolském oboru a jednotlivcům nebo skupinám osob poskytují sociální služby, jako je poradenství, terapie nebo prosazování práv, a na druhé straně působí v akademické sféře a poskytují profesní vzdělávání. Podílejí se rovněž na výzkumu a rozvoji znalostí a přispívají k řešení složitých sociálních problémů a k inovativnímu přístupu k omezení těchto problémů. Vyučují znalosti, dovednosti a hodnoty sociální práce pro přípravu studentů, aby se zapojili do kulturně kompetentní praxe sociální práce s rozmanitými skupinami obyvatel a komunitami.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/92bb3d8c-8a9f-4cd7-80ec-247bbf173004,hardwarový inženýr/hardwarová inženýrka,released,hardwarový inženýr | hardwarová inženýrka,"Hardwaroví inženýři navrhují a vyvíjejí počítačové hardwarové systémy a jejich součásti, jako jsou desky s plošnými spoji, modemy a tiskárny. Vytvářejí plány a montážní nákresy, vyvíjejí a testují prototypy a dohlížejí na výrobní proces.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,inženýr elektroniky/inženýrka elektroniky
Occupation,http://data.europa.eu/esco/occupation/9766cc19-5a64-4b3c-a741-71561285a419,pedagogický pracovník v oboru antropologie/pedagogická pracovnice v oboru antropologie,released,docentka antropologie | docent antropologie | profesorka antropologie | profesor antropologie | pedagogický pracovník v oboru antropologie | pedagogická pracovnice v oboru antropologie,"Pedagogičtí pracovníci v oboru antropologie jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru antropologie, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum ve svém oboru antropologie, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/9851c83c-5670-4da0-964a-1ef0e682e30b,vědecký pracovník v oboru thanatologie/vědecká pracovnice v oboru thanatologie,released,výzkumnice v oboru thanatogie | výzkumník v oboru thanatogie,"Výzkumníci v oboru thanatologie se zabývají tématem smrti a umírání z pohledu řady vědeckých oborů, jako je např. psychologie, sociologie, fyziologie a antropologie. Přispívají k lepšímu poznání různých aspektů týkajících se smrti, jako jsou psychologické stavy, kterými prochází umírající i osoby v jejich okolí.",http://data.europa.eu/esco/isco/C2632,"Sociologové, antropologové a specialisté v příbuzných oborech"
Occupation,http://data.europa.eu/esco/occupation/9905cc76-d48b-49b1-94ab-17becb30be1a,přednášející v oboru potravinářské vědy,released,přednášející v oboru potravinářských věd | přednášející v potravinářských věd a výživy | profesorka v oboru potravinářské vědy | profesor v oboru potravinářské vědy | učitelka potravinářských věd | učitel potravinářských věd,"Přednášející v oboru potravinářské vědy jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru potravinářské vědy, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum v oboru potravinářské vědy, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/99492920-e5a5-4dba-9e5a-93193147198c,ekonom/ekonomka,released,makroanalytik | ekonomka | ekonom | makroanalytička,"Ekonomové provádějí výzkum a vypracovávají teorie v oblasti ekonomiky, ať už jde o mikroekonomickou analýzu nebo o makroekonomickou analýzu. Zkoumají trendy, analyzují statistické údaje a do určité míry pracují s ekonomickými matematickými modely s cílem poskytovat poradenství společnostem, vládám a příslušným institucím. Poskytují poradenství ohledně proveditelnosti výrobků, prognózování trendů, rozvíjejících se trhů, daňových politik a spotřebitelských trendů.",http://data.europa.eu/esco/isco/C2631,Specialisté v oblasti národohospodářství
Occupation,http://data.europa.eu/esco/occupation/9a7e780a-b778-4a5a-b4eb-309d394d313d,vysokoškolský učitel literatury/vysokoškolská učitelka literatury,released,vysokoškolská učitelka literatury | lektorka literatury | profesorka literatury | profesor literatury | lektor literatury | vysokoškolský učitel literatury,"Vysokoškolští učitelé literatury jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru literatura, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum v oboru literatura, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,odborný lékař/odborná lékařka,released,odborný lékař | odborná lékařka,"Odborní lékaři předcházejí nemocem, diagnostikují je a léčí, v závislosti na jejich lékařské nebo chirurgické specializaci.",http://data.europa.eu/esco/isco/C2212,"Lékaři s odbornou specializací (kromě praktických lékařů, stomatologů, dietologů a audiologů)"
Occupation,http://data.europa.eu/esco/occupation/a36c14e6-ed96-467d-8390-6f9cf47ac350,přednášející v oboru historie,released,,"Přednášející v oboru historie jsou profesoři, učitelé nebo přednášející vyučující studenty, kteří získali diplom vyššího sekundárního vzdělání, ve specializovaném studijním oboru historie, jenž má převážně akademickou povahu. Spolupracují s odbornými asistenty zaměřenými na výzkum či výuku při přípravě přednášek a zkoušek, známkování testů a zkoušek a vedení pohovorů zaměřených na hodnocení a zpětnou vazbu pro studenty. Provádějí rovněž akademický výzkum v oboru historie, zveřejňují svá zjištění a spolupracují s ostatními vysokoškolskými kolegy.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,vysokoškolský učitel/vysokoškolská učitelka
Occupation,http://data.europa.eu/esco/occupation/a63733fa-f7ff-4733-8961-1ec4eeaab00b,vědecký pracovník v muzeu/vědecká pracovnice v muzeu,released,kurátor v muzeu | odborná restaurátorka | kurátorka v muzeu | vědecký pracovník v muzeu | odborný restaurátor | výzkumná pracovnice v muzeu | vědecká pracovnice v muzeu | výzkumný pracovník v muzeu,"Spravují sbírky materiálů s přírodovědným, historickým a antropologickým obsahem, které mají vzdělávací, vědecký nebo estetický význam.
	",http://data.europa.eu/esco/isco/C2621,Specialisté archiváři a kurátoři
Occupation,http://data.europa.eu/esco/occupation/a7a74a05-3dd0-46c6-99af-92df8042520c,mikrobiolog/mikrobioložka,released,mikrobiolog | mikrobioložka,"Studují mikroorganismy, jako jsou bakterie, prvoci, houby atd., aby diagnostikovali a potlačili účinky, které tyto mikroorganismy mohou mít na zvířata, životní prostředí, potravinářský průmysl nebo zdravotní péči.
	",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biolog/bioložka
Occupation,http://data.europa.eu/esco/occupation/a9c7a04d-807a-41b5-b441-87c73c73c9c5,jazykovědec/jazykovědkyně,released,lingvista | jazykovědkyně | jazykovědec | lingvistka,"Jazykovědci studují jazyky z vědeckého hlediska. Ovládají jazyky a mohou je interpretovat z hlediska jejich gramatické, sémantické a fonetické povahy. Výzkum se věnuje vývoji jazyka a způsobu, jakým je společnost využívá.",http://data.europa.eu/esco/isco/C2643,"Překladatelé, tlumočníci a jazykovědci"
Occupation,http://data.europa.eu/esco/occupation/ab360abd-32e2-4e03-967d-a10758efffa7,inženýr mechatroniky/inženýrka mechatroniky,released,inženýrka kybernetiky | inženýrka mechatroniky | inženýr kybernetiky | inženýr mechatroniky,"Inženýři mechatroniky navrhují a vyvíjejí inteligentní systémy, jako jsou robotické prostředky, inteligentní domácí spotřebiče a letouny, pomocí kombinace technologií ze strojírenství, elektroniky a výpočetní a řídicí techniky. Vytvářejí plány nebo projektové dokumenty pro části, sestavy nebo dokončené výrobky, používají softwarové programy a rovněž dohlížejí na projekty a řídí je.",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,strojní inženýr/strojní inženýrka
